cb_2020_us,cb_2020__1,cb_2020__2,tract_ID,cb_2020__4,cb_2020__5,cb_2020__6,cb_2020__7,cb_2020__8,cb_2020__9,cb_2020_10,cb_2020_11,cb_2020_12,ACSDT5Y202,ACSDT5Y2_1,ACSDT5Y2_2,ACSDT5Y2_3,ACSDT5Y2_4,Shape_Leng,Shape_Le_1,Shape_Area,elev_mean,slope_mean,ndvi_mean,water_pct,developed_pct,barren_pct,forest_pct,shrub_pct,grassland_pct,pasture_hay_pct,cultivated_crops_pct,woody_wetlands_pct,herbaceous_wetlands_pct,impervious_mean,poi_edu,poi_comm,poi_med,poi_trans,poi_pub,poi_food,poi_finance,poi_total_all,poi_diversity,minor_ratio,elderly_ratio,sex_ratio,fam_inc_lt10k,fam_inc_lt10k_moe,fam_inc_10to15k,fam_inc_10to15k_moe,fam_inc_15to25k,fam_inc_15to25k_moe,fam_inc_25to50k,fam_inc_25to50k_moe,fam_inc_50kplus,fam_inc_50kplus_moe,median_family_income,median_family_income_moe,per_capita_income,per_capita_income_moe,persons_below_poverty,persons_below_poverty_moe,tcc_mean,dist_water_m,NAME,B01003_001E,B01003_001M,field_5
13,089,020500,1400000US13089020500,13089020500,205,Census Tract 205,GA,DeKalb County,Georgia,CT,1686258.0,0.0,1400000US13089020500,"Census Tract 205, DeKalb County, Georgia",3347,574,,0.0644232576468,0.0644232576468,0.000163984788342,300.3751611827701,3.964358807496074,0.6113406927928449,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.64373333333333,0.593029,3.558174,0.0,0.0,0.0,4.151203,1.779087,14.825727,1.205698,0.093218,0.13415,84.0022,7,11,0,14,19,27,142,90,538,188,117969,39360,50031,9566,306,118,31.456033516627397,2376.9726844243446,"Census Tract 205, DeKalb County, Georgia",3347,574,
13,097,080505,1400000US13097080505,13097080505,805.05,Census Tract 805.05,GA,Douglas County,Georgia,CT,9911327.0,0.0,1400000US13097080505,"Census Tract 805.05, Douglas County, Georgia",4568,727,,0.14516096495,0.14516096495,0.000966319748411,339.92456192569017,4.6149254043870584,0.7084458003419711,0.08161784710256643,64.05187267615851,0.0,30.280221275052142,0.0,0.009068649678062935,0.01813729935612587,4.488981590641154,1.0701006620114264,0.0,19.699918382152898,0.0,0.403579,0.201789,0.0,0.100895,0.908052,0.100895,2.118788,1.262243,0.231611,0.142732,83.1596,26,39,75,66,61,66,259,105,759,228,63294,9789,23907,3126,856,375,46.982493246958796,975.1941077548169,"Census Tract 805.05, Douglas County, Georgia",4568,727,
13,143,010100,1400000US13143010100,13143010100,101,Census Tract 101,GA,Haralson County,Georgia,CT,160571813.0,1032031.0,1400000US13143010100,"Census Tract 101, Haralson County, Georgia",3936,652,,0.550322956196,0.550322956196,0.0157362416341,352.24128628207734,5.415339783589031,0.7814400988440358,0.7232124450486692,7.750296695398297,0.09806270441337889,65.6295792775676,0.0,5.01679880987536,3.8729196498715717,12.182619499991642,4.689180229221571,0.03733068861191128,1.3133994885138485,0.012455,0.0,0.0,0.0,0.006228,0.0,0.0,0.118327,0.636514,0.281758,0.135417,88.5961,100,112,32,39,46,33,287,110,621,168,58594,17837,22548,3944,950,504,63.031682673856444,796.561361725985,"Census Tract 101, Haralson County, Georgia",3936,652,
13,045,910502,1400000US13045910502,13045910502,9105.02,Census Tract 9105.02,GA,Carroll County,Georgia,CT,4243388.0,150387.0,1400000US13045910502,"Census Tract 9105.02, Carroll County, Georgia",3176,584,,0.0920249595053,0.0920249595053,0.000428883510129,313.23960096642656,2.731069779638279,0.6054723943718178,3.588907014681892,83.48287112561175,0.020391517128874388,7.137030995106036,0.0,0.0,0.24469820554649263,0.40783034257748774,4.995921696574225,0.12234910277324632,30.337071778140295,0.235661,0.0,0.0,0.0,0.0,0.0,0.0,2.120947,-0.0,0.311398,0.08029,72.6087,101,83,44,36,106,83,97,56,140,85,24327,12772,9931,1724,1718,566,24.612463310760255,551.627139152643,"Census Tract 9105.02, Carroll County, Georgia",3176,584,
13,135,050315,1400000US13135050315,13135050315,503.15,Census Tract 503.15,GA,Gwinnett County,Georgia,CT,2747057.0,35202.0,1400000US13135050315,"Census Tract 503.15, Gwinnett County, Georgia",6232,722,,0.0796485369884,0.0796485369884,0.000271676833875,287.86210274727904,4.753743575192036,0.7048941213774509,0.6772009029345373,86.97194453402129,0.0,6.449532408900355,0.0,0.0,0.0,4.643663334408255,1.2576588197355691,0.0,23.76297968397291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.230424,0.054236,81.7439,40,40,6,11,12,28,342,132,988,269,57031,6692,31156,4354,902,473,48.129879608756966,517.5093487891262,"Census Tract 503.15, Gwinnett County, Georgia",6232,722,
13,063,040512,1400000US13063040512,13063040512,405.12,Census Tract 405.12,GA,Clayton County,Georgia,CT,4517085.0,26050.0,1400000US13063040512,"Census Tract 405.12, Clayton County, Georgia",5229,777,,0.0965609373115,0.0965609373115,0.000441065916468,275.199932476751,3.3581848967502834,0.6604541520075047,0.17842981760507534,85.52735923869945,0.0,13.600317208564631,0.0,0.0,0.0,0.23790642347343377,0.4559873116574148,0.0,28.094766058683586,0.221382,0.0,0.0,0.0,0.885527,0.0,0.0,1.32829,0.500402,0.311914,0.106139,92.1014,29,43,57,50,137,88,346,126,623,213,51731,12921,20088,2396,1090,476,37.01081415889313,774.224529278328,"Census Tract 405.12, Clayton County, Georgia",5229,777,
13,067,031212,1400000US13067031212,13067031212,312.12,Census Tract 312.12,GA,Cobb County,Georgia,CT,3992991.0,200958.0,1400000US13067031212,"Census Tract 312.12, Cobb County, Georgia",2640,418,,0.0977759501139,0.0977759501139,0.000407578551859,250.60777063830383,6.084900768321763,0.6879868164224064,4.024101570905961,82.9567462879277,0.0,6.54185496018937,0.0,0.0,0.08607703894986013,4.562083064342587,1.7860985582095974,0.043038519474930065,17.186571981923823,0.0,2.504388,0.500878,0.0,0.0,1.753072,0.0,6.51141,0.942675,0.223864,0.248485,91.4431,10,12,9,9,4,16,25,26,763,168,250001,,128451,21207,43,32,51.085295698221735,357.0336490841898,"Census Tract 312.12, Cobb County, Georgia",2640,418,
13,067,031116,1400000US13067031116,13067031116,311.16,Census Tract 311.16,GA,Cobb County,Georgia,CT,2739122.0,0.0,1400000US13067031116,"Census Tract 311.16, Cobb County, Georgia",4042,650,,0.0700255180154,0.0700255180154,0.00026683671469,295.87547450069,3.2567638915017363,0.6047034506208735,0.0,96.64804469273743,0.0,2.6618468616496878,0.0,0.0,0.0,0.0,0.6901084456128821,0.0,35.992441669405196,0.36508,0.730161,0.0,0.0,0.0,0.36508,0.36508,2.555563,1.332179,0.199654,0.074468,111.0705,36,58,0,14,83,81,218,136,623,267,74423,48802,31207,6053,415,210,32.05791260896806,544.1539954065518,"Census Tract 311.16, Cobb County, Georgia",4042,650,
13,067,030413,1400000US13067030413,13067030413,304.13,Census Tract 304.13,GA,Cobb County,Georgia,CT,1441816.0,0.0,1400000US13067030413,"Census Tract 304.13, Cobb County, Georgia",4999,631,,0.0497728490437,0.0497728490437,0.000140494575211,301.76218231289164,5.466728111039939,0.5347602278794613,0.0,99.93730407523512,0.0,0.0,0.0,0.0,0.0,0.0,0.06269592476489029,0.0,46.53040752351097,0.0,6.242128,0.0,0.0,0.0,5.548558,1.38714,18.032814,0.955131,0.211842,0.013003,85.9055,106,91,36,58,257,151,93,77,573,175,55847,17993,27404,3993,1292,534,32.73956871189236,941.5727305799774,"Census Tract 304.13, Cobb County, Georgia",4999,631,
13,121,010601,1400000US13121010601,13121010601,106.01,Census Tract 106.01,GA,Fulton County,Georgia,CT,2930344.0,0.0,1400000US13121010601,"Census Tract 106.01, Fulton County, Georgia",3673,960,,0.0702696136093,0.0702696136093,0.000283547454789,299.9114698342204,4.903652503664511,0.6826714011498932,0.0,89.41684665226782,0.0,10.583153347732182,0.0,0.0,0.0,0.0,0.0,0.0,24.199012650416538,1.023771,0.341257,0.341257,0.0,0.682514,0.682514,0.0,5.46011,1.522955,0.28342,0.112714,78.7348,91,71,14,21,38,49,169,98,484,290,80500,44807,28123,6524,1229,702,45.53375986371677,1282.3789147988325,"Census Tract 106.01, Fulton County, Georgia",3673,960,
